Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,trans_TransData_48,KERNEL_AIVEC,1,616,4.062,1763720884299823.761	,1763720884299827.823	
0,N/A,MEMCPY_ASYNC,1,617,2.083,1763720884299885.261	,1763720884299887.344	
0,Add88,KERNEL_AIVEC,1,618,3.416,1763720884299911.844	,1763720884299915.260	
0,trans_TransData_49,KERNEL_AIVEC,1,619,2.895,1763720884299938.678	,1763720884299941.573	
0,trans_TransData_51,KERNEL_AIVEC,1,620,3.562,1763720884300001.136	,1763720884300004.698	
0,RealDiv89,KERNEL_AIVEC,1,621,2.666,1763720884300031.615	,1763720884300034.281	
0,trans_TransData_54,KERNEL_AIVEC,1,622,3.77,1763720884300056.803	,1763720884300060.573	
0,Mul86,KERNEL_AIVEC,1,623,3.0,1763720884300104.824	,1763720884300107.824	
0,N/A,MEMCPY_ASYNC,1,624,2.145,1763720884300162.032	,1763720884300164.177	
0,FloorDiv91,KERNEL_AIVEC,1,625,2.812,1763720884300224.824	,1763720884300227.636	
0,Mul92,KERNEL_AIVEC,1,626,2.208,1763720884300284.324	,1763720884300286.532	
0,RealDiv93,KERNEL_AIVEC,1,627,3.166,1763720884300552.011	,1763720884300555.177	
0,Pow94,KERNEL_AIVEC,1,628,4.895,1763720884300723.678	,1763720884300728.573	
0,trans_TransData_39,KERNEL_AIVEC,1,629,3.187,1763720884300816.740	,1763720884300819.927	
0,RealDiv95,KERNEL_AIVEC,1,630,13.937,1763720884300871.386	,1763720884300885.323	
0,trans_TransData_39,KERNEL_AIVEC,1,631,3.083,1763720884300910.657	,1763720884300913.740	
0,RealDiv95,KERNEL_AIVEC,1,632,13.395,1763720884300949.115	,1763720884300962.510	
0,AsStrided96,KERNEL_AIVEC,1,633,648.541,1763720884301003.469	,1763720884301652.010	
0,Sin97,KERNEL_AIVEC,1,634,55.416,1763720884301652.074	,1763720884301707.490	
0,AsStrided98,KERNEL_AIVEC,1,635,649.062,1763720884301707.574	,1763720884302356.636	
0,Cos99,KERNEL_AIVEC,1,636,56.979,1763720884302356.699	,1763720884302413.678	
0,Pack100,KERNEL_AIVEC,1,637,31.083,1763720884302413.761	,1763720884302444.844	
0,AsStrided96,KERNEL_AIVEC,1,638,645.104,1763720884302444.907	,1763720884303090.011	
0,Sin97,KERNEL_AIVEC,1,639,54.02,1763720884303090.074	,1763720884303144.094	
0,AsStrided98,KERNEL_AIVEC,1,640,645.791,1763720884303144.178	,1763720884303789.969	
0,Cos99,KERNEL_AIVEC,1,641,55.479,1763720884303790.053	,1763720884303845.532	
0,Pack100,KERNEL_AIVEC,1,642,30.645,1763720884303845.615	,1763720884303876.260	
0,ConcatD101,KERNEL_AIVEC,1,643,43.875,1763720884303876.344	,1763720884303920.219	
0,Transpose102,KERNEL_AIVEC,1,644,165.833,1763720884303920.303	,1763720884304086.136	
