Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,Add58,KERNEL_AIVEC,1,236,2.937,1764070206070708.235	,1764070206070711.172	
0,Rsqrt59,KERNEL_AIVEC,1,237,2.812,1764070206070711.235	,1764070206070714.047	
0,Mul60,KERNEL_AIVEC,1,238,2.354,1764070206070714.131	,1764070206070716.485	
0,Mul60,KERNEL_AIVEC,1,239,2.083,1764070206070716.569	,1764070206070718.652	
0,Sub61,KERNEL_AIVEC,1,240,2.729,1764070206070718.735	,1764070206070721.464	
0,trans_TransData_25,KERNEL_AIVEC,1,241,2.479,1764070206070721.527	,1764070206070724.006	
0,Mul62,KERNEL_AIVEC,1,242,33.979,1764070206070724.089	,1764070206070758.068	
0,trans_TransData_26,KERNEL_AIVEC,1,243,2.479,1764070206070758.131	,1764070206070760.610	
0,Add63,KERNEL_AIVEC,1,244,34.187,1764070206070760.673	,1764070206070794.860	
0,Relu64,KERNEL_AIVEC,1,245,33.52,1764070206070794.944	,1764070206070828.464	
0,Conv2D65,KERNEL_AICORE,1,246,444.52,1764070206070828.548	,1764070206071273.068	
0,Add58,KERNEL_AIVEC,1,247,2.229,1764070206071273.131	,1764070206071275.360	
0,Rsqrt59,KERNEL_AIVEC,1,248,2.104,1764070206071275.423	,1764070206071277.527	
0,Mul60,KERNEL_AIVEC,1,249,2.187,1764070206071277.610	,1764070206071279.797	
0,Mul60,KERNEL_AIVEC,1,250,2.083,1764070206071279.860	,1764070206071281.943	
0,Sub61,KERNEL_AIVEC,1,251,2.25,1764070206071282.027	,1764070206071284.277	
0,trans_TransData_25,KERNEL_AIVEC,1,252,1.77,1764070206071284.360	,1764070206071286.130	
0,Mul62,KERNEL_AIVEC,1,253,33.416,1764070206071286.194	,1764070206071319.610	
0,trans_TransData_26,KERNEL_AIVEC,1,254,2.145,1764070206071319.694	,1764070206071321.839	
0,Add63,KERNEL_AIVEC,1,255,33.52,1764070206071321.902	,1764070206071355.422	
0,Add67,KERNEL_AIVEC,1,256,70.437,1764070206071355.506	,1764070206071425.943	
0,Relu64,KERNEL_AIVEC,1,257,33.312,1764070206071426.006	,1764070206071459.318	
0,Conv2D68,KERNEL_AICORE,1,258,365.875,1764070206559163.527	,1764070206559529.402	
0,Add69,KERNEL_AIVEC,1,259,4.0,1764070207037504.131	,1764070207037508.131	
0,Rsqrt70,KERNEL_AIVEC,1,260,4.125,1764070207513768.256	,1764070207513772.381	
0,Mul71,KERNEL_AIVEC,1,261,4.312,1764070208001534.881	,1764070208001539.193	
0,Mul71,KERNEL_AIVEC,1,262,2.062,1764070208001673.964	,1764070208001676.026	
0,Sub72,KERNEL_AIVEC,1,263,3.979,1764070208460138.423	,1764070208460142.402	
0,trans_TransData_27,KERNEL_AIVEC,1,264,4.062,1764070208978045.631	,1764070208978049.693	
0,Mul73,KERNEL_AIVEC,1,265,19.354,1764070208978132.194	,1764070208978151.548	
0,trans_TransData_28,KERNEL_AIVEC,1,266,4.062,1764070209482971.027	,1764070209482975.089	
0,Add74,KERNEL_AIVEC,1,267,19.145,1764070209483026.464	,1764070209483045.609	
0,Relu75,KERNEL_AIVEC,1,268,20.041,1764070209920389.277	,1764070209920409.318	
0,Conv2D76,KERNEL_AICORE,1,269,808.354,1764070210398272.714	,1764070210399081.068	
0,Add69,KERNEL_AIVEC,1,270,3.562,1764070210399081.131	,1764070210399084.693	
